sale_id,game_id,platform,publisher,developer,games_sold,years
4789,5344,X360,Activision,Bizarre Creations,0.47,2010
4790,11066,SNES,Compile,Complie,0.47,1995
4791,4151,PS,Midway Games,Atari Games,0.47,2000
4792,5570,PS4,Frontier Developments,Frontier Developments,0.47,2018
4793,3894,Wii,Empire Interactive,Razorworks Studios,0.47,2008
4794,13057,PS,Psygnosis,Psygnosis,0.47,1995
4795,7686,X360,EA Sports,EA Canada,0.47,2006
4796,3447,PS3,Warner Bros. Interactive,Monolith Productions,0.47,2009
4797,5086,PS2,Sony Computer Entertainment,Team ICO,0.47,2001
4798,10197,PS3,Konami,Konami,0.47,2012
4799,12634,X360,Midway Games,Epic Games,0.47,2008
4800,6920,PC,Microsoft Game Studios,ACES Studio/Microsoft Game Studios,0.47,2006
4801,2921,Wii,Square Enix,Square Enix,0.47,2011
4802,11906,Wii,Electronic Arts,Maxis,0.47,2007
4803,71,PSP,EA Sports,EA Canada,0.47,2010
4804,12735,PS2,Empire Interactive,New,0.47,2001
4805,7446,Wii,Electronic Arts,Artificial Mind and Movement,0.47,2009
4806,2422,GBA,Nintendo,TOSE,0.47,2002
4807,12696,PS2,Square Enix,tri-Ace,0.47,2006
4808,4992,PS2,THQ,Beyond Games,0.47,2002
4809,2856,X360,Electronic Arts,BioWare Corp.,0.47,2010
4810,5168,DS,Level 5,Level 5,0.47,2010
4811,9970,X360,Microsoft Game Studios,FASA Studio,0.47,2007
4812,5335,DS,Ubisoft,Magic Pockets,0.47,2009
4813,6044,PS2,Midway Games,The Pitbull?ÿSyndicate?ÿLimited,0.47,2005
4814,2325,Wii,Electronic Arts,Visceral Games,0.47,2009
4815,692,N64,Titus,Titus Software,0.47,1997
4816,1193,N64,Nintendo,AI,0.47,1998
4817,2792,N64,Midway Games,Midway Studios San Diego,0.47,1997
4818,7112,PS,Hudson Entertainment,Hudson,0.47,1999
4819,9042,N64,THQ,Imagineer,0.47,1998
4820,1992,X360,Activision,Radical Entertainment,0.47,2008
4821,1885,2600,Activision,Data East,0.47,1988
4822,12806,X360,Microsoft Game Studios,Rare Ltd.,0.47,2008
4823,7664,PS2,Midway Games,Midway,0.47,2006
4824,7766,XB,Electronic Arts,EA Black Box,0.47,2006
4825,8406,PS3,505 Games,Overkill Software,0.47,2013
4826,10200,Wii,Konami,Climax Group,0.47,2009
4827,3846,Wii,Nintendo,Artoon,0.47,2010
4828,3265,Wii,Ubisoft,Ubisoft Barcelona / Ubisoft Reflections,0.47,2008
4829,2344,PS4,Activision,High Moon Studios,0.47,2015
4830,9602,PC,Modulaatio Games,Modulaatio Games,0.47,2015
4831,176,Wii,Namco Bandai,High Horse Entertainment,0.47,2009
4832,2926,PS4,Square Enix,Omega Force,0.47,2017
4833,7325,PS,Codemasters,Jester Interactive,0.47,1999
4834,4630,DS,Ubisoft,Unknown,0.47,2006
4835,12857,PC,THQ,Relic,0.47,2009
4836,11045,SNES,Hudson Soft,Hudson Soft,0.47,1995
4837,13172,PS2,Konami,Konami Computer Entertainment Tokyo,0.47,2005
4838,12371,PS4,Ubisoft,Nadeo,0.47,2016
4839,6396,X360,EA Sports,EA Tiburon,0.47,2016
4840,1553,PS2,THQ,Rainbow Studios,0.47,2009
4841,3723,DS,Square Enix,Square Enix,0.47,2009
4842,2839,PS2,Sony Computer Entertainment,Incognito Inc.,0.47,2003
4843,6193,PC,Square Enix,Deck Nine,0.47,2017
4844,2487,3DS,Nintendo,Creatures Inc.,0.47,2018
4845,8592,GBA,Buena Vista,Amaze Entertainment,0.47,2006
4846,5934,PS4,Sony Interactive Entertainment,SIE Japan Studio,0.47,2017
4847,10580,DS,Activision,Artificial Mind and Movement,0.47,2007
4848,10577,DS,Activision,Vicarious Visions,0.47,2007
4849,5579,PS4,Ubisoft,Ubisoft Paris,0.47,2013
4850,5172,3DS,Level 5,Level 5,0.47,2012
4851,2344,PS3,Activision,High Moon Studios,0.47,2013
4852,13157,PS2,Activision,Activision Value,0.47,2005
4853,7918,PS,EA Sports,Visual Concepts,0.47,1996
4854,5973,GBA,Ubisoft,Ubisoft Casablanca,0.47,2005
4855,12527,PS3,SouthPeak Interactive,Reality Pump,0.47,2011
4856,10451,NS,Sega,PagodaWest Games,0.47,2017
4857,4308,PS2,Atari,"Pipeworks Software, Inc.",0.47,2004
4858,8485,Wii,Ubisoft,Ubisoft Montreal,0.47,2008
4859,2186,GC,Nintendo,Konami,0.47,2005
4860,3592,PS4,Focus Home Interactive,Giants Software,0.47,2018
4861,6867,GC,Konami,Silicon Knights,0.47,2004
4862,12063,Wii,EA Sports,EA Redwood Shores,0.47,2007
4863,3675,PSV,EA Sports,EA Canada,0.46,2012
4864,6638,PS2,Activision,Rainbow Studios,0.46,2002
4865,6864,PS2,Konami,Konami Computer Entertainment Japan,0.46,2008
4866,9185,X360,Ubisoft,Ubisoft Montpellier,0.46,2013
4867,7381,PS3,THQ,Rainbow Studios,0.46,2011
4868,10222,Wii,Electronic Arts,The Sims Studio,0.46,2008
4869,4685,Wii,Electronic Arts,EA UK,0.46,2007
4870,5251,GBA,Majesco,Shin'en GmbH,0.46,2001
4871,11216,PSP,Sony Computer Entertainment,SCEA Bend Studio,0.46,2007
4872,3674,PC,EA Sports,EA Canada,0.46,2011
4873,1782,GBA,Nintendo,Nintendo,0.46,2004
4874,5131,DS,Ubisoft,Spike Co.,0.46,2008
4875,2472,XB,THQ,Pandemic Studios,0.46,2005
4876,2884,GBA,Infogrames,Magellan Interactive,0.46,2002
4877,1750,2600,Atari,Atari,0.46,1978
4878,2704,PS4,Square Enix,Square Enix,0.46,2018
4879,13239,X360,Take-Two Interactive,Yuke's,0.46,2015
4880,2631,XOne,Disney Interactive Studios,Avalanche Software,0.46,2015
4881,9193,PS,Crave Entertainment,Shaba Games,0.46,2000
4882,1310,PSP,Ubisoft,Gearbox Software,0.46,2006
4883,2671,GBA,Disney Interactive Studios,Artificial Mind and Movement,0.46,2005
4884,9614,PS2,Tecmo,Tecmo,0.46,2002
4885,10973,SNES,Namco,Namco,0.46,1992
4886,5763,PS2,KOEI,Koei,0.46,2001
4887,12240,PSP,Eidos Interactive,Buzz Monkey,0.46,2006
4888,2000,SNES,Bandai,Bandai,0.46,1993
4889,10889,GBA,Activision,Creations,0.46,2002
4890,9250,PS3,THQ,Volition Inc.,0.46,2011
4891,7956,DS,2K Play,Black Lantern Studios,0.46,2011
4892,11271,GBA,THQ,Avalanche Software,0.46,2004
4893,899,PS3,Electronic Arts,EA DICE,0.46,2015
4894,10251,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,0.46,2007
4895,11312,PS3,Namco Bandai,Namco Tales Studio,0.46,2009
4896,1312,PS2,Ubisoft,Unknown,0.46,2005
4897,7774,Wii,Electronic Arts,Exient Entertainment,0.46,2010
4898,6574,3DS,Nintendo,Namco Bandai Games,0.46,2017
4899,2891,PS2,Atari,Avalanche Software,0.46,2005
4900,9781,GBA,THQ,Helixe,0.46,2001
4901,5038,PS,Midway Games,Blue Shift,0.46,2000
4902,1998,DS,Crave Entertainment,Crave Entertainment,0.46,2007
4903,11857,Wii,Disney Interactive Studios,Griptonite Games,0.46,2009
4904,7927,PS,Sony Computer Entertainment,Killer Game,0.46,1996
4905,11766,DS,Vivendi Games,Tantalus,0.46,2008
4906,13253,Wii,THQ,JAKKS Pacific,0.46,2010
4907,1315,PS2,Ubisoft,Gearbox Software,0.46,2005
4908,6973,NS,Telltale Games,Telltale Games,0.46,2017
4909,10788,XOne,Microsoft Studios,Undead Labs,0.46,2018
4910,4422,2600,Atari,Atari,0.46,1984
4911,11818,PS2,Sony Computer Entertainment,SCE San Diego Studio,0.46,2002
4912,6124,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,0.46,2018
4913,5371,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,0.46,2003
4914,6757,DS,Capcom,Capcom,0.46,2009
4915,9578,GBA,THQ,Software Creations,0.46,2001
4916,1986,GBA,Vivendi Games,Vicarious Visions,0.46,2003
4917,6630,PS3,Electronic Arts,BioWare,0.46,2012
4918,13089,PS3,Bethesda Softworks,MachineGames,0.46,2014
4919,1213,Wii,Electronic Arts,EA Los Angeles,0.46,2009
4920,5326,PS2,Sony Computer Entertainment,High Impact Games,0.46,2009
4921,7103,PS2,Hudson Soft,Hudson Soft,0.46,2002
4922,7380,PS3,THQ,Rainbow Studios,0.46,2007
4923,320,PC,Sega,Gearbox Software,0.46,2013
4924,5054,NS,Nintendo,Omega Force,0.46,2018
4925,10739,PS,LucasArts,"Luxoflux, Inc.",0.46,2000
4926,1148,PS,Sony Computer Entertainment,Eighting / Raizing,0.46,1999
4927,2402,PS2,NovaLogic,Rebellion Developments,0.46,2005
4928,10530,SNES,Nintendo,Taito Corporation,0.46,1997
4929,16,PS2,Bandai,CyberConnect2,0.46,2003
4930,7244,GBA,Nintendo,Ape Studios / HAL Laboratory / Brownie Brown,0.46,2003
4931,12288,XB,Microsoft Game Studios,Pam Development,0.46,2003
4932,11627,X360,Sega,Shiny Entertainment,0.46,2007
4933,2800,DS,2K Play,Black Lantern Studios,0.46,2008
4934,1965,Wii,GameMill,High Voltage Software,0.46,2011
4935,12876,PS,Sony Computer Entertainment,SingleTrac,0.46,1995
4936,681,PSP,Sony Computer Entertainment,Climax Group,0.46,2006
4937,6154,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,0.46,2014
4938,66,GBA,THQ,Climax Group / ImaginEngine,0.45,2005
4939,1008,PS,Agetec,argent,0.45,2001
4940,7005,PS,Hasbro Interactive,Meyer/Glass Interactive,0.45,1999
4941,4709,DS,Natsume,TOSE,0.45,2006
4942,12244,Wii,Eidos Interactive,Crystal Dynamics,0.45,2008
4943,12732,PC,EuroVideo Medien,Haemimont Games,0.45,2015
4944,5465,SNES,Konami,Diamond Head,0.45,1996
4945,12943,Wii,Nordic Games,Le Cortex,0.45,2010
4946,7553,PS3,Namco Bandai Games,CyberConnect2,0.45,2014
4947,5446,PS2,Konami,PawaPuro Production,0.45,2005
4948,3302,GC,Atari,Shiny Entertainment,0.45,2003
4949,2314,3DS,Tecmo Koei,Team Ninja,0.45,2011
4950,4274,PSV,Namco Bandai Games,Shift,0.45,2013
4951,9784,Wii,Warner Bros. Interactive,Torus Games,0.45,2010
4952,7600,XB,EA Sports,EA Tiburon,0.45,2004
4953,10311,PS4,Activision,Vicarious Visions,0.45,2015
4954,5288,SNES,Epoch,A-Max,0.45,1995
4955,1116,DS,Sega,"Treasure Co., Ltd.",0.45,2007
4956,11397,PC,Paradox Interactive,Unknown,0.45,2013
4957,774,DS,Activision,Vicarious Visions,0.45,2009
4958,12752,X360,Ubisoft,Tigon,0.45,2009
4959,8514,GC,Sega,Sonic Team,0.45,2002
4960,11853,PS2,BAM! Entertainment,VIS Entertainment,0.45,2002
4961,675,3DS,Spike Chunsoft,Spike Chunsoft,0.45,2013
4962,5076,Wii,Activision,Blitz Games,0.45,2009
4963,383,DS,THQ,"Webfoot Technologies, Inc.",0.45,2008
4964,11540,XB,VU Games,Starbreeze Studios/Tigon Studios,0.45,2004
4965,7875,PS2,EA Sports,EA Tiburon,0.45,2006
4966,1370,PSP,Electronic Arts,Criterion Games,0.45,2007
4967,2464,DS,D3 Publisher,WayForward Technologies,0.45,2010
4968,11910,PC,Electronic Arts,EA Redwood Shores,0.45,2010
4969,4216,2600,Activision,Atari,0.45,1985
4970,7900,X360,EA Sports,EA Canada,0.45,2014
4971,7754,PS,989 Studios,989 Sports,0.45,1998
4972,520,PS2,Midway Games,Midway Studios Austin,0.45,2005
4973,790,Wii,Activision,Human Soft / Ivolgamus,0.45,2007
4974,13178,PS,Namco,Namco,0.45,1998
4975,3288,X360,Activision,Nerve Software,0.45,2008
4976,11833,DS,Majesco,BudCat Creations,0.45,2007
4977,7910,PS2,EA Sports,EA Canada,0.45,2004
4978,3169,PSP,Tecmo Koei,Omega Force,0.45,2009
4979,5688,Wii,Konami,Blitz Games,0.45,2008
4980,1245,DS,Ubisoft,Gameloft,0.45,2008
4981,10726,XB,LucasArts,Vicarious Visions,0.45,2003
4982,6479,X360,2K Sports,Visual Concepts,0.45,2011
4983,8540,2600,Atari,Centuri,0.45,1982
4984,6117,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,0.45,2014
4985,1879,X360,Bethesda Softworks,EA Los Angeles,0.45,2008
4986,3448,PS3,Warner Bros. Interactive,Day 1 Studios,0.45,2011
4987,1987,Wii,Sierra Entertainment,Radical Entertainment,0.45,2007
4988,11440,PS3,505 Games,Engine Software,0.45,2013
4989,471,PS,Activision,Neversoft Entertainment,0.45,1998
4990,3475,X360,Microsoft Studios,Lionhead Studios,0.45,2014
4991,13425,GBA,Konami,KCEJ,0.45,2004
4992,7401,DS,Ubisoft,505 Games,0.45,2008
4993,6042,NS,Rockstar Games,Team Bondi,0.45,2017
4994,11916,PC,Electronic Arts,EA Redwood Shores,0.45,2011
4995,13334,PS4,Sega,Sega,0.45,2017
4996,13166,PS2,Konami,Konami,0.45,2001
4997,10572,PS2,THQ,Eurocom Entertainment Software,0.45,2003
4998,3617,SNES,Takara,SNK Corporation,0.45,1994
4999,4752,PS4,Sega,Sega,0.45,2017
5000,8690,GBA,Nintendo,Jupiter Corporation,0.45,2003
5001,8693,N64,Nintendo,Nintendo Software Technology Corporation,0.45,2000
5002,9128,N64,Midway Games,Saffire Corporation,0.45,1998
5003,8457,Wii,Konami,Konami,0.45,2009
5004,5586,PS3,Ubisoft,Ubisoft,0.45,2012
5005,8591,Wii,Disney Interactive Studios,Eurocom Entertainment Software,0.45,2007
5006,1322,X360,Crave Entertainment,FarSight Studios,0.45,2010
5007,10902,3DS,Nintendo,syn Sophia,0.45,2017
5008,11392,GBA,Namco,Eighting / Raizing,0.45,2002
5009,10054,PS2,Atlus,Atlus Co.,0.45,2007
5010,6146,DS,Warner Bros. Interactive,TT Games / Harmonix Music Systems,0.45,2009
5011,8440,PS,Atlus,Atlus Co.,0.45,1996
5012,9876,X360,Sega,Sega Racing Studio,0.45,2007
5013,4997,GBA,THQ,Climax Group,0.45,2004
5014,12117,X360,Midway Games,Midway Studios Los Angeles,0.45,2008
5015,6666,2600,Atari,Atari,0.45,1978
5016,8835,XOne,Bethesda Softworks,Arkane Studios,0.45,2017
5017,7051,PS,Bandai,Bandai,0.45,1995
5018,942,DS,Activision,Vicarious Visions,0.45,2007
5019,12866,PS3,THQ,Relic Entertainment,0.45,2011
5020,10274,PS2,Sony Computer Entertainment,SCEE London Studio,0.45,2009
5021,5665,PC,Square Enix,IO Interactive,0.45,2010
5022,3722,PS,Square,TOSE,0.45,1999
5023,2643,PS2,Disney Interactive Studios,Zoe Mode,0.45,2009
5024,11317,PS4,Namco Bandai Games,Namco Bandai Games,0.45,2015
5025,9728,PS2,KOEI,Omega Force,0.45,2004
5026,7926,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.45,1995
5027,13259,XB,THQ,Studio Gigante,0.45,2005
5028,10313,XOne,Activision,Toys for Bob,0.45,2014
5029,7701,GC,EA Sports,EA Canada,0.45,2004
5030,7551,X360,Namco Bandai Games,CyberConnect2,0.45,2012
5031,2628,Wii,Disney Interactive Studios,Wideload Games,0.45,2010
5032,7690,X360,EA Sports,EA Canada,0.45,2009
5033,4681,X360,Electronic Arts,EA Bright Light,0.45,2010
5034,2394,2600,Atari,"Williams Electronic Games, Inc.",0.45,1988
5035,3448,X360,Warner Bros. Interactive,Day 1 Studios,0.45,2011
5036,13245,GC,THQ,Yuke's Future Media Creators,0.45,2004
5037,13214,PSP,THQ,Team17 Software / Two Tribes,0.45,2007
5038,684,XB,Acclaim Entertainment,Climax Entertainment,0.45,2003
5039,12830,PS,Eidos Interactive,Crystal Dynamics,0.45,2000
5040,10308,WiiU,Activision,Toys for Bob,0.45,2016
5041,10322,PS2,EA Sports BIG,EA Canada,0.45,2002
5042,12617,PC,Unknown,@unepic_fran,0.45,2011
5043,12714,PS,Konami,Konami Computer Entertainment Tokyo,0.45,1997
5044,12778,PS3,Sega,Sega-AM2,0.45,2011
5045,5074,PC,Zen Studios,Unknown,0.45,2014
5046,5378,2600,Tigervision,Tigervision,0.45,1982
5047,2724,X360,Capcom,Ninja Theory,0.45,2013
5048,1614,Wii,Electronic Arts,Electronic Arts,0.45,2008
5049,9787,PS2,THQ,Artificial Mind and Movement,0.45,2004
5050,6542,GBA,Nintendo,Camelot Software Planning,0.45,2004
5051,10691,PS4,Square Enix,tri-Ace,0.45,2016
5052,10174,DS,2K Games,Firaxis,0.45,2008
5053,10198,X360,Konami,Double Helix Games,0.45,2008
5054,2591,DS,505 Games,505 Games,0.45,2009
5055,10404,PSP,Sony Computer Entertainment,Slant Six Games,0.45,2010
5056,9455,Wii,MTV Games,Harmonix Music Systems,0.44,2009
5057,12386,DS,Activision,Behaviour Interactive Inc.,0.44,2011
5058,13423,PS2,Konami,Konami,0.44,2004
5059,2860,PC,Namco Bandai Games,Arc System Works,0.44,2018
5060,6483,PS2,2K Sports,Kush Games,0.44,2006
5061,5363,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,0.44,2005
5062,13173,XB,Konami,Konami Computer Entertainment Tokyo,0.44,2006
5063,7696,N64,EA Sports,NuFX,0.44,1999
5064,10612,PS2,THQ,THQ Australia Studios Pty Ltd.,0.44,2005
5065,11367,PS2,Konami,Konami,0.44,2004
5066,8003,PS3,Tecmo Koei,Team Ninja,0.44,2012
5067,11967,PS2,VU Games,Computer Artworks,0.44,2002
5068,10048,3DS,Atlus,Career Soft,0.44,2011
5069,12711,PS2,VU Games,Saffire Corporation,0.44,2004
5070,13278,XB,Activision,Raven Software,0.44,2005
5071,12388,X360,Activision,High Moon Studios,0.44,2012
5072,10425,PSV,Sega,Sumo Digital,0.44,2012
5073,12391,DS,Activision,Vicarious Visions,0.44,2009
5074,2344,X360,Activision,High Moon Studios,0.44,2013
5075,10549,PS2,Namco,Point of View,0.44,2003
5076,6117,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,0.44,2014
5077,11622,XB,Electronic Arts,Headgate,0.44,2006
5078,13182,PS,Namco,Namco,0.44,1996
5079,12075,XB,EA Sports,EA Redwood Shores,0.44,2002
5080,12271,PS3,Activision,Neversoft Entertainment,0.44,2007
5081,889,PS2,Electronic Arts,Digital Illusions,0.44,2005
5082,10324,PS4,Square Enix,United Front Games,0.44,2014
5083,8488,Wii,Ubisoft,Yuke's Media Creations,0.44,2007
5084,98,XB,Vivendi Games,Genuine Games,0.44,2005
5085,2423,GBA,Nintendo,TOSE,0.44,2003
5086,2184,Wii,Konami,Bemani,0.44,2009
5087,5177,PS,Fox Interactive,Radical Entertainment,0.44,1997
5088,10309,PS4,Activision,Unknown,0.44,2013
5089,4845,3DS,Nintendo,Arzest,0.44,2017
5090,1701,PS,Square EA,SquareSoft,0.44,1999
5091,6149,XB,LucasArts,Traveller's Tales,0.44,2006
5092,12750,X360,Sega,The Creative Assembly,0.44,2008
5093,6852,PSV,Konami Digital Entertainment,Kojima Productions,0.44,2012
5094,2927,DS,Square Enix,TOSE Software,0.44,2006
5095,3186,XOne,EA Sports,EA Vancouver,0.44,2018
5096,4534,PS2,Bandai,Capcom,0.44,2005
5097,11766,PS3,Vivendi Games,Etranges Libellules,0.44,2008
5098,3534,Wii,Ubisoft,Kuju Entertainment,0.44,2008
5099,7321,PS,Namco,Namco,0.44,2000
5100,8893,PS3,Konami Digital Entertainment,PES Productions,0.44,2015
5101,1136,PS,Crystal Dynamics,Silicon Knights,0.44,1996
5102,11981,DS,Electronic Arts,Griptonite Games,0.44,2004
5103,10978,SNES,Hudson Soft,Produce!,0.44,1996
5104,4041,Wii,Disney Interactive Studios,Eurocom Entertainment Software,0.44,2009
5105,10688,WiiU,Nintendo,Nintendo EPD,0.44,2016
5106,1194,NES,Hudson Soft,Hudson Soft,0.44,1992
5107,3082,N64,GT Interactive,EurocoEntertainment Software,0.44,1997
5108,2860,NS,Bandai Namco Entertainment,Arc System Works,0.44,2018
5109,952,Wii,D3 Publisher,Papaya Studio Corporation,0.44,2009
5110,10269,PS3,Sony Computer Entertainment,SCEE London Studio,0.44,2009
5111,11459,3DS,Nintendo,Hudson Soft,0.44,2011
5112,10831,3DS,Xseed Games,Marvelous,0.44,2015
5113,10612,GC,THQ,THQ Australia Studios Pty Ltd.,0.44,2005
5114,6392,Wii,EA Sports,EA Tiburon,0.44,2011
5115,11098,PS2,Banpresto,Banpresto,0.44,2007
5116,557,PS,3DO,3DO,0.44,2001
5117,9715,Wii,Nintendo,Omega Force,0.44,2010
5118,10582,PS3,Activision,Beenox Studios,0.44,2010
5119,13414,PSP,Konami,Konami,0.44,2009
5120,7372,XB,THQ,Rainbow Studios,0.44,2004
5121,8982,DS,Activision,Humagade,0.44,2007
5122,5473,PS2,Konami,Diamond Head,0.44,2002
5123,4435,PS,Sony Computer Entertainment,Shaba Games,0.44,2000
5124,7568,GC,Tomy Corporation,Eighting/Raizing,0.44,2004
5125,12882,GC,Nintendo,"Treasure Co., Ltd.",0.44,2003
5126,12050,Wii,LucasArts,Frontier Developments,0.44,2007
5127,72,X360,EA Sports,EA Canada,0.44,2014
5128,1992,Wii,Activision,Radical Entertainment,0.44,2008
5129,9787,GBA,THQ,Artificial Mind and Movement,0.44,2003
5130,10982,2600,Atari,Atari,0.44,1978
5131,3347,PS3,Namco Bandai,Tri-Crescendo,0.44,2008
5132,11252,PS2,Namco,Namco,0.44,2003
5133,5044,PS3,NIS America,Compile Heart,0.44,2011
5134,3861,Wii,Namco Bandai,Red Fly Studio,0.44,2009
5135,12824,Wii,Konami,Konami,0.44,2010
5136,12100,GC,Eidos Interactive,Free Radical Design,0.44,2002
5137,9431,X360,Sierra Entertainment,High Moon Studios,0.44,2008
5138,880,GBA,Majesco,Cave Barn,0.44,2003
5139,12963,DS,THQ,"Pipeworks Software, Inc.",0.44,2010
5140,7784,X360,Electronic Arts,Slightly Mad Studios,0.44,2011
5141,3342,GC,Nintendo,Silicon Knights,0.44,2002
5142,5683,Wii,Konami,Blitz Games,0.44,2009
5143,10734,PS3,LucasArts,Krome Studios,0.44,2009
5144,8805,GBA,THQ,Natsume,0.44,2005
5145,5549,Wii,Knowledge Adventure,Knowledge Adventure Inc.,0.44,2009
5146,1691,X360,Ubisoft,Q Entertainment,0.44,2011
5147,7584,PS2,Namco Bandai,CyberConnect2,0.44,2008
5148,11563,X360,2K Games,Starbreeze,0.44,2007
5149,9325,PSV,Sony Computer Entertainment,Nihilistic Software,0.44,2012
5150,10263,PS2,Sony Computer Entertainment,SCEE London Studio,0.44,2009
5151,7628,PS3,505 Games,Artificial Mind and Movement,0.44,2010
5152,6887,PS3,Deep Silver,4a-games,0.44,2013
5153,7802,SAT,Sega,Gainax,0.44,1996
5154,7082,PS2,Bandai,Namco,0.44,2005
5155,12252,DS,Konami,Konami,0.44,2010
5156,4275,PSV,Namco Bandai Games,Namco Bandai Games,0.44,2016
5157,7859,PS2,Midway Games,Point of View,0.44,2002
5158,10621,PS2,THQ,Blitz Games,0.44,2007
5159,7964,Wii,THQ,Blue Tongue Entertainment,0.44,2007
5160,6124,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,0.44,2018
5161,9274,Wii,Mastiff,Kouyousha,0.44,2009
5162,10745,XB,LucasArts,Secret Level,0.44,2002
5163,1781,GBA,Nintendo,Nintendo,0.43,2004
5164,6634,DS,Nintendo,Tenyo,0.43,2007
5165,8839,PS2,Sony Computer Entertainment,SCEE Cambridge,0.43,2003
5166,6402,N64,EA Sports,BudCat Games,0.43,2001
5167,7771,GBA,Electronic Arts,Pocketeers,0.43,2004
5168,23,PS2,Activision,Treyarch,0.43,2008
5169,10308,PS4,Activision,Toys for Bob,0.43,2016
5170,12421,PS4,Ubisoft,Unknown,0.43,2014
5171,10551,PS,Take-Two Interactive,Runecraft,0.43,2001
5172,7963,GBA,THQ,Climax Group,0.43,2005
5173,10675,XB,EA Sports BIG,EA Canada,0.43,2001
5174,128,PC,Coffee Stain Studios,Unknown,0.43,2014
5175,10311,PS3,Activision,Vicarious Visions,0.43,2015
5176,11538,PS2,Buena Vista,Traveller's Tales,0.43,2005
5177,7428,DS,Ubisoft,Sensory Sweep Studios,0.43,2007
5178,7984,SAT,Sega,Sonic Team,0.43,1996
5179,2893,PSP,Atari,Dimps Corporation,0.43,2007
5180,1992,PSP,Activision,Virtuos,0.43,2008
5181,7745,XB,EA Sports,EA Tiburon,0.43,2003
5182,2199,PS3,Sony Computer Entertainment,SCEE London Studio,0.43,2011
5183,1018,PS2,Electronic Arts,Argonaut Games,0.43,2003
5184,7030,PS,Sony Computer Entertainment,989 Sports,0.43,2001
5185,7025,PS3,Sony Computer Entertainment America,SCE San Diego Studio,0.43,2014
5186,12099,PS2,Eidos Interactive,Free Radical Design,0.43,2000
5187,804,2600,Activision,Activision,0.43,1982
5188,5241,PS2,Bandai,Kamui,0.43,2004
5189,801,DS,THQ,THQ,0.43,2010
5190,11852,GBA,BAM! Entertainment,Vicarious Visions,0.43,2002
5191,6775,GBA,Capcom,Inti Creates,0.43,2003
5192,5582,WiiU,Ubisoft,Ubisoft Paris,0.43,2016
5193,13094,SNES,Enix,Almanic Corp.,0.43,1994
5194,3395,PC,Shiro Games,Unknown,0.43,2013
5195,7648,Wii,2K Sports,Visual Concepts,0.43,2012
5196,8147,DS,Capcom,Capcom,0.43,2011
5197,11596,GBA,Majesco,Majesco Games,0.43,2004
5198,9478,XOne,Ubisoft,Ubisoft San Francisco,0.43,2016
5199,12338,DS,Warner Bros. Interactive,Midway Studios San Diego,0.43,2009
5200,2797,DS,2K Play,Take-Two Interactive,0.43,2009
5201,353,PS3,Sega,Obsidian Entertainment,0.43,2010
5202,4219,PS2,Atari,Red Fly Studio,0.43,2009
5203,5029,PS2,VU Games,High Voltage Software,0.43,2003
5204,7003,N64,Nintendo,"Treasure Co., Ltd.",0.43,1997
5205,13062,N64,Midway Games,Psygnosis,0.43,1998
5206,802,DS,THQ,THQ,0.43,2011
5207,1587,DS,Konami,Konami,0.43,2005
5208,2381,DS,Mastiff,SCS Software,0.43,2010
5209,8468,DS,Ubisoft,Ubisoft,0.43,2008
5210,3433,PS2,Sony Computer Entertainment,Harmonix Music Systems,0.43,2004
5211,3382,PS2,Sony Online Entertainment,Sony Online Entertainment,0.43,2003
5212,7653,NS,2K Sports,Visual Concepts,0.43,2017
5213,634,PS3,Capcom,CyberConnect2,0.43,2012
5214,2788,NS,Bethesda Softworks,id Software,0.43,2017
5215,1935,PS,Sony Computer Entertainment,UEP Systems,0.43,1996
5216,7904,PS4,EA Sports,EA Canada,0.43,2018
5217,7085,PS2,Bandai,Sunrise Interactive,0.43,2002
5218,11308,PSP,Namco Bandai,Alfa System,0.43,2007
5219,661,PS3,NIS America,Gust,0.43,2011
5220,7127,PS2,Electronic Arts,EA Bright Light,0.43,2008
5221,2280,PS2,Square Enix,Square Enix,0.43,2007
5222,2639,X360,Disney Interactive Studios,Zoe Mode,0.43,2008
5223,8499,DS,Ubisoft,Ubisoft,0.43,2007
5224,6403,GC,EA Sports,EA Tiburon,0.43,2002
5225,719,GBA,Atari,Game Brains,0.43,2002
5226,2470,PS3,Activision,Bungie,0.43,2015
5227,6938,XB,Midway Games,Digital Eclipse,0.43,2003
5228,10369,XOne,505 Games,Rebellion Developments,0.43,2014
5229,2386,PS3,Electronic Arts,Unknown,0.43,2007
5230,749,PS2,Activision,MTO,0.43,2009
5231,7932,PS,989 Studios,Killer Game,0.43,1998
5232,9867,PS2,Sega,Sega,0.43,2005
5233,6140,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,0.43,2016
5234,10242,Wii,Nintendo,"Treasure Co., Ltd.",0.43,2010
